date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:30	21562/21562	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-faq.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-faq.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:31	32122/32122	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-testimonial.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-testimonial.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:32	25362/25362	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/shop-products.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/shop-products.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:33	28463/28463	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/shop-products-sidebar.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/shop-products-sidebar.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:34	32406/32406	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/shop-product-details.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/shop-product-details.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:35	23236/23236	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/shop-cart.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/shop-cart.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:35	27720/27720	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/shop-checkout.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/shop-checkout.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:37	3312/3312	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-404.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-404.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:37	38100/38100	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-services.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-services.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:38	24449/24449	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-service-details.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-service-details.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:39	23387/23387	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2008:35:31%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-projects.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-projects.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:40	27466/27466	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2008:35:31%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-project-details.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-project-details.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:40	26599/26599	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/blog-grid.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/blog-grid.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:41	27233/27233	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Nov%202025%2012:05:33%20GMT	https://html.kodesolution.com/2025/digiplus-html/blog-details.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/blog-details.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	19606/19606	---MCZ	200	added ('OK')	text/html	date:Sat,%2029%20Nov%202025%2008:26:34%20GMT	https://html.kodesolution.com/2025/digiplus-html/page-contact.html	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/page-contact.html	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	965/965	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/logo-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/logo-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	2584/2584	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/logo-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/logo-5.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	3218/3218	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/banner-h1-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/banner-h1-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	85169/85169	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:42	1617/1617	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-3.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:43	9599/9599	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-4.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-4.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:43	8539/8539	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-5.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:43	8227/8227	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:43	33464/33464	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/service/service-2-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/service/service-2-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:44	35966/35966	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/service/service-2-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/service/service-2-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:44	38833/38833	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/service/service-2-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/service/service-2-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:44	185878/185878	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/banner/banner-h1-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:44	37110/37110	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/service/service-2-4.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/service/service-2-4.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:44	4732/4732	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/about-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/about-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:45	99237/99237	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:45	49931/49931	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:45	39727/39727	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/about-h1-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:45	14917/14917	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/cta-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/cta-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:46	1086/1086	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/step-1-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/step-1-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:46	35698/35698	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:46	49463/49463	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:46	71366/71366	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:46	54140/54140	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-4.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-4.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:47	40032/40032	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-5.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-5.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	19833/19833	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-6.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/project-h1-6.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	247/247	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/favicon-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/favicon-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	35865/35865	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/whu-h2-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/whu-h2-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	15007/15007	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/whu-h2-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/whu-h2-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	29999/29999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:48	26276/26276	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:49	22055/22055	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/team-h1-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:49	3170/3170	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:49	3645/3645	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:49	3299/3299	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-3.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:49	4176/4176	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-4.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-4.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:50	3299/3299	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-5.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/claint-h1-5.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:50	43043/43043	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:50	22403/22403	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:50	25511/25511	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:38%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/testi-author-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:51	92586/92586	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/testi1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/testi1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:51	12094/12094	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2006:49:17%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/background/contact-h3-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/background/contact-h3-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:51	17127/17127	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/contact-h3-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/contact-h3-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:51	1628/1628	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/contact-h3-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/contact-h3-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:51	31802/31802	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-1.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-1.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:52	55694/55694	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-2.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-2.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:52	30655/30655	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-3.jpg	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/blog-h1-3.jpg	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:52	158/158	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/footer-h2-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/footer-h2-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:52	2267/2267	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/footer-h1-3.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/footer-h1-3.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:53	35567/35567	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Nov%202025%2007:27:09%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/resource/footer-h1-2.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/resource/footer-h1-2.png	(from https://html.kodesolution.com/2025/digiplus-html/)
20:56:53	1028/1028	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Nov%202025%2007:48:37%20GMT	https://html.kodesolution.com/2025/digiplus-html/images/icons/footer-h1-1.png	C:/My%20Web%20Sites/Anasi%20Marketing/html.kodesolution.com/2025/digiplus-html/images/icons/footer-h1-1.png	(from https://html.kodesolution.com/2025/digiplus-html/)
